zone,season,month,day_of_year,sunshine_hours,cloudcover_mean,relative_humidity_2m_mean,shortwave_radiation_sum,ok_day_label
VILA_REAL,Autumn,11,315,8.954433333333332,19,77,11.41,Not OK
GUARDA,Autumn,11,316,9.009836111111111,5,78,11.58,Not OK
VILA_REAL,Autumn,11,316,8.883727777777777,8,76,11.13,Not OK
GUARDA,Autumn,11,317,8.90846111111111,12,86,11.37,Not OK
VILA_REAL,Autumn,11,317,8.838980555555557,7,83,11.06,Not OK
GUARDA,Autumn,11,318,8.932777777777778,1,80,11.89,Not OK
VILA_REAL,Autumn,11,318,8.815794444444444,10,79,11.04,Not OK
GUARDA,Autumn,11,319,8.884672222222223,20,76,11.14,Not OK
VILA_REAL,Autumn,11,319,8.758266666666666,28,74,10.82,Not OK
GUARDA,Autumn,11,320,8.735419444444444,46,75,11.17,Not OK
VILA_REAL,Autumn,11,320,8.738011111111112,47,76,10.71,Not OK
GUARDA,Autumn,11,321,8.680933333333334,48,76,10.25,Not OK
VILA_REAL,Autumn,11,321,8.66425,37,72,10.56,Not OK
GUARDA,Autumn,11,322,8.73885,6,78,11.07,Not OK
VILA_REAL,Autumn,11,322,8.673830555555556,13,72,10.36,Not OK
GUARDA,Autumn,11,323,8.703705555555556,33,77,10.61,Not OK
VILA_REAL,Autumn,11,323,8.647366666666667,20,73,10.24,Not OK
GUARDA,Autumn,11,324,6.567269444444444,82,84,6.68,Not OK
VILA_REAL,Autumn,11,324,8.622833333333334,66,79,9.44,Not OK
GUARDA,Autumn,11,325,8.63086111111111,29,88,9.39,Not OK
VILA_REAL,Autumn,11,325,8.612458333333333,19,80,9.49,Not OK
GUARDA,Autumn,11,326,5.791961111111111,60,82,7.76,Not OK
VILA_REAL,Autumn,11,326,8.600191666666666,18,76,8.58,Not OK
GUARDA,Autumn,11,327,1.8172694444444444,97,89,4.04,Not OK
VILA_REAL,Autumn,11,327,5.272013888888889,84,80,6.03,Not OK
GUARDA,Autumn,11,328,6.873197222222222,63,85,8.1,Not OK
VILA_REAL,Autumn,11,328,7.241099999999999,72,83,6.78,Not OK
GUARDA,Autumn,11,329,7.589394444444444,56,84,7.46,Not OK
VILA_REAL,Autumn,11,329,7.979102777777778,46,81,7.01,Not OK
GUARDA,Autumn,11,330,8.568441666666667,44,81,9.67,Not OK
VILA_REAL,Autumn,11,330,8.510388888888889,51,79,9.19,Not OK
GUARDA,Autumn,11,331,7.732813888888889,51,76,8.31,Not OK
VILA_REAL,Autumn,11,331,7.72291388888889,62,78,8.72,Not OK
GUARDA,Autumn,11,332,4.9912027777777785,66,86,6.69,Not OK
VILA_REAL,Autumn,11,332,3.126411111111111,83,91,3.82,Not OK
GUARDA,Autumn,11,333,6.428338888888889,81,91,6.71,Not OK
VILA_REAL,Autumn,11,333,6.636972222222222,91,93,5.75,Not OK
GUARDA,Autumn,11,334,7.155627777777777,54,85,8.17,Not OK
VILA_REAL,Autumn,11,334,8.403083333333333,36,88,7.98,Not OK
GUARDA,Winter,12,335,0.0112944444444444,79,92,2.27,Not OK
VILA_REAL,Winter,12,335,0.1206972222222222,90,95,1.86,Not OK
GUARDA,Winter,12,336,8.446883333333332,44,80,9.03,Not OK
VILA_REAL,Winter,12,336,8.354536111111111,46,81,8.44,Not OK
GUARDA,Winter,12,337,5.495513888888889,73,84,7.35,Not OK
VILA_REAL,Winter,12,337,3.0,87,89,4.77,Not OK
GUARDA,Winter,12,338,5.001597222222222,73,93,5.62,Not OK
VILA_REAL,Winter,12,338,4.508624999999999,78,94,5.79,Not OK
GUARDA,Winter,12,339,5.2102861111111105,84,89,5.59,Not OK
VILA_REAL,Winter,12,339,6.915508333333334,97,90,6.09,Not OK
GUARDA,Winter,12,340,3.072,99,95,4.57,Not OK
VILA_REAL,Winter,12,340,0.0,100,97,2.66,Not OK
GUARDA,Winter,12,341,1.362291666666667,95,92,3.16,Not OK
VILA_REAL,Winter,12,341,1.0326194444444443,97,98,2.99,Not OK
GUARDA,Winter,12,342,5.4511722222222225,91,91,4.91,Not OK
VILA_REAL,Winter,12,342,1.3989055555555556,98,96,2.82,Not OK
GUARDA,Winter,12,343,0.1808583333333333,100,96,2.85,Not OK
VILA_REAL,Winter,12,343,0.2025916666666666,100,99,2.39,Not OK
GUARDA,Winter,12,344,2.196816666666667,96,95,3.18,Not OK
VILA_REAL,Winter,12,344,4.2732833333333335,99,94,4.84,Not OK
GUARDA,Winter,12,345,5.969483333333333,54,91,6.68,Not OK
VILA_REAL,Winter,12,345,7.0261861111111115,80,90,5.77,Not OK
GUARDA,Winter,12,346,8.274577777777777,36,87,9.11,Not OK
VILA_REAL,Winter,12,346,7.99918888888889,50,92,5.98,Not OK
GUARDA,Winter,12,347,8.264055555555554,0,79,9.02,Not OK
VILA_REAL,Winter,12,347,7.709030555555555,48,93,6.34,Not OK
GUARDA,Winter,12,348,8.25493611111111,12,90,8.59,Not OK
VILA_REAL,Winter,12,348,8.1561,25,90,7.24,Not OK
GUARDA,Winter,12,349,8.247091666666666,59,88,9.09,Not OK
VILA_REAL,Winter,12,349,8.147980555555556,28,74,8.71,Not OK
GUARDA,Winter,12,350,8.240455555555556,29,76,9.03,Not OK
VILA_REAL,Winter,12,350,8.141116666666667,30,69,8.5,Not OK
GUARDA,Winter,12,351,8.235030555555555,17,73,8.65,Not OK
VILA_REAL,Winter,12,351,8.135505555555556,12,73,8.65,Not OK
GUARDA,Winter,12,352,8.230816666666666,25,75,8.37,Not OK
VILA_REAL,Winter,12,352,8.131144444444445,13,76,8.35,Not OK
GUARDA,Winter,12,353,8.227813888888889,52,80,8.3,Not OK
VILA_REAL,Winter,12,353,8.128036111111111,40,83,8.0,Not OK
GUARDA,Winter,12,354,0.0,100,88,2.35,Not OK
VILA_REAL,Winter,12,354,3.0257555555555555,92,89,3.71,Not OK
GUARDA,Winter,12,355,1.980286111111111,100,93,4.04,Not OK
VILA_REAL,Winter,12,355,6.9625055555555555,98,92,5.74,Not OK
GUARDA,Winter,12,356,5.86815,92,94,5.39,Not OK
VILA_REAL,Winter,12,356,6.925519444444444,86,88,5.83,Not OK
GUARDA,Winter,12,357,0.0,100,99,1.9,Not OK
VILA_REAL,Winter,12,357,3.5667694444444447,88,96,3.5,Not OK
GUARDA,Winter,12,358,1.8335694444444448,95,98,3.27,Not OK
VILA_REAL,Winter,12,358,1.999875,100,95,3.25,Not OK
GUARDA,Winter,12,359,1.9938944444444449,100,94,4.17,Not OK
VILA_REAL,Winter,12,359,0.1602,100,94,2.39,Not OK
GUARDA,Winter,12,360,0.0,99,97,2.0,Not OK
VILA_REAL,Winter,12,360,0.0,100,99,1.04,Not OK
GUARDA,Winter,12,361,6.907216666666667,78,88,7.3,Not OK
VILA_REAL,Winter,12,361,5.965394444444444,96,93,5.41,Not OK
GUARDA,Winter,12,362,7.5758,91,92,6.79,Not OK
VILA_REAL,Winter,12,362,5.686330555555556,97,93,5.45,Not OK
GUARDA,Winter,12,363,4.578113888888889,85,96,5.04,Not OK
VILA_REAL,Winter,12,363,1.8931055555555556,86,98,2.44,Not OK
GUARDA,Winter,12,364,8.273852777777778,36,85,8.73,Not OK
VILA_REAL,Winter,12,364,7.649683333333334,37,87,8.05,Not OK
GUARDA,Winter,12,365,8.285077777777778,40,74,8.91,Not OK
VILA_REAL,Winter,12,365,8.18726388888889,48,77,8.3,Not OK
GUARDA,Winter,1,1,6.6683861111111105,92,63,7.84,Not OK
VILA_REAL,Winter,1,1,7.391622222222222,82,65,7.83,Not OK
GUARDA,Winter,1,2,6.239894444444444,96,84,5.92,Not OK
VILA_REAL,Winter,1,2,6.812852777777778,98,87,6.51,Not OK
GUARDA,Winter,1,3,6.7702277777777775,97,96,7.49,Not OK
VILA_REAL,Winter,1,3,8.137550000000001,90,86,6.63,Not OK
GUARDA,Winter,1,4,2.067330555555555,81,94,3.27,Not OK
VILA_REAL,Winter,1,4,4.722491666666667,67,86,4.74,Not OK
GUARDA,Winter,1,5,0.5019888888888889,76,94,3.17,Not OK
VILA_REAL,Winter,1,5,0.7387194444444444,85,98,1.83,Not OK
GUARDA,Winter,1,6,5.385066666666667,84,93,5.31,Not OK
VILA_REAL,Winter,1,6,3.508019444444445,57,94,3.81,Not OK
GUARDA,Winter,1,7,5.264738888888889,76,91,5.84,Not OK
VILA_REAL,Winter,1,7,8.303466666666667,35,85,8.96,Not OK
GUARDA,Winter,1,8,8.418444444444445,78,79,8.72,Not OK
VILA_REAL,Winter,1,8,8.325144444444444,84,84,7.65,Not OK
GUARDA,Winter,1,9,0.0569833333333333,100,96,3.0,Not OK
VILA_REAL,Winter,1,9,0.0,100,99,1.61,Not OK
GUARDA,Winter,1,10,6.1357277777777774,68,90,6.72,Not OK
VILA_REAL,Winter,1,10,7.052294444444444,68,90,6.41,Not OK
GUARDA,Winter,1,11,8.48785,9,85,9.77,Not OK
VILA_REAL,Winter,1,11,8.396866666666668,16,84,9.24,Not OK
GUARDA,Winter,1,12,8.512991666666666,13,79,9.07,Not OK
VILA_REAL,Winter,1,12,8.422844444444445,7,70,9.41,Not OK
GUARDA,Winter,1,13,8.539061111111112,0,69,10.33,Not OK
VILA_REAL,Winter,1,13,8.449774999999999,0,63,9.86,Not OK
GUARDA,Winter,1,14,8.566008333333334,46,69,9.79,Not OK
VILA_REAL,Winter,1,14,8.47761388888889,25,76,9.8,Not OK
GUARDA,Winter,1,15,8.593794444444445,9,73,10.06,Not OK
VILA_REAL,Winter,1,15,8.506311111111112,26,76,9.3,Not OK
GUARDA,Winter,1,16,8.622369444444445,69,80,8.52,Not OK
VILA_REAL,Winter,1,16,7.981919444444444,76,81,7.8,Not OK
GUARDA,Winter,1,17,8.651691666666666,16,80,10.41,Not OK
VILA_REAL,Winter,1,17,8.566102777777779,23,77,9.82,Not OK
GUARDA,Winter,1,18,8.681716666666667,16,72,10.63,Not OK
VILA_REAL,Winter,1,18,8.597105555555556,43,68,9.71,Not OK
GUARDA,Winter,1,19,8.693458333333334,1,71,10.9,Not OK
VILA_REAL,Winter,1,19,8.617694444444444,5,61,10.37,Not OK
GUARDA,Winter,1,20,8.704752777777777,0,70,10.84,Not OK
VILA_REAL,Winter,1,20,8.629727777777777,0,69,10.35,Not OK
GUARDA,Winter,1,21,8.722783333333334,21,75,10.78,Not OK
VILA_REAL,Winter,1,21,8.6418,23,76,9.86,Not OK
GUARDA,Winter,1,22,8.744930555555555,1,74,11.14,Not OK
VILA_REAL,Winter,1,22,8.661997222222222,2,72,10.67,Not OK
GUARDA,Winter,1,23,8.760344444444446,0,75,11.28,Not OK
VILA_REAL,Winter,1,23,8.686311111111111,0,68,10.85,Not OK
GUARDA,Winter,1,24,8.775872222222223,8,70,11.2,Not OK
VILA_REAL,Winter,1,24,8.714669444444445,0,71,10.83,Not OK
GUARDA,Winter,1,25,8.764577777777777,24,76,10.46,Not OK
VILA_REAL,Winter,1,25,8.733,0,76,10.96,Not OK
GUARDA,Winter,1,26,8.839313888888888,6,79,11.28,Not OK
VILA_REAL,Winter,1,26,8.767055555555556,0,75,11.07,Not OK
GUARDA,Winter,1,27,8.893930555555556,8,73,11.33,Not OK
VILA_REAL,Winter,1,27,8.822077777777778,0,64,11.04,Not OK
GUARDA,Winter,1,28,8.954966666666667,0,61,12.16,Not OK
VILA_REAL,Winter,1,28,8.883758333333333,0,50,11.79,Not OK
GUARDA,Winter,1,29,9.001172222222223,0,60,12.45,Not OK
VILA_REAL,Winter,1,29,8.93095,0,58,11.9,Not OK
GUARDA,Winter,1,30,9.027672222222222,10,50,11.82,Not OK
VILA_REAL,Winter,1,30,8.869266666666666,7,50,11.75,Not OK
GUARDA,Winter,1,31,9.101458333333332,0,52,12.5,Not OK
VILA_REAL,Winter,1,31,9.033436111111111,0,44,12.0,Not OK
GUARDA,Winter,2,32,9.129983333333334,0,70,12.09,Not OK
VILA_REAL,Winter,2,32,9.037852777777776,0,70,11.62,Not OK
GUARDA,Winter,2,33,9.211094444444443,17,73,12.52,Not OK
VILA_REAL,Winter,2,33,9.118894444444445,19,72,12.0,Not OK
GUARDA,Winter,2,34,5.227336111111111,100,60,8.06,Not OK
VILA_REAL,Winter,2,34,8.287058333333333,100,78,10.31,Not OK
GUARDA,Winter,2,35,3.0630944444444443,100,90,6.51,Not OK
VILA_REAL,Winter,2,35,3.499638888888889,100,93,5.64,Not OK
GUARDA,Winter,2,36,9.291583333333332,46,76,11.63,Not OK
VILA_REAL,Winter,2,36,9.27452777777778,35,76,11.39,Not OK
GUARDA,Winter,2,37,9.380038888888889,19,65,13.39,Not OK
VILA_REAL,Winter,2,37,9.3173,31,72,12.55,Not OK
GUARDA,Winter,2,38,9.421772222222222,8,55,13.33,Not OK
VILA_REAL,Winter,2,38,9.360297222222222,15,64,12.91,Not OK
GUARDA,Winter,2,39,9.45390277777778,0,67,13.46,Not OK
VILA_REAL,Winter,2,39,9.403472222222222,5,72,12.19,Not OK
GUARDA,Winter,2,40,9.47558888888889,0,61,13.55,Not OK
VILA_REAL,Winter,2,40,9.446780555555556,0,65,13.02,Not OK
GUARDA,Winter,2,41,7.163969444444445,68,62,11.28,Not OK
VILA_REAL,Winter,2,41,9.12984722222222,45,73,12.46,Not OK
GUARDA,Winter,2,42,9.0058,64,66,12.42,Not OK
VILA_REAL,Winter,2,42,8.988425000000001,56,79,11.79,Not OK
GUARDA,Winter,2,43,4.235019444444444,75,84,5.73,Not OK
VILA_REAL,Winter,2,43,5.716141666666667,83,88,7.74,Not OK
GUARDA,Winter,2,44,2.307847222222222,89,94,5.01,Not OK
VILA_REAL,Winter,2,44,1.1323972222222225,97,96,3.18,Not OK
GUARDA,Winter,2,45,8.744369444444445,60,83,9.99,Not OK
VILA_REAL,Winter,2,45,8.61561388888889,56,89,10.68,Not OK
GUARDA,Winter,2,46,8.19216111111111,65,82,12.59,Not OK
VILA_REAL,Winter,2,46,5.2798694444444445,72,88,7.61,Not OK
GUARDA,Winter,2,47,4.989872222222222,100,90,7.99,Not OK
VILA_REAL,Winter,2,47,0.0,100,98,2.99,Not OK
GUARDA,Winter,2,48,7.64518611111111,60,85,11.61,Not OK
VILA_REAL,Winter,2,48,9.620522222222222,71,90,12.01,Not OK
GUARDA,Winter,2,49,7.154988888888889,88,88,8.86,Not OK
VILA_REAL,Winter,2,49,2.0,98,90,4.66,Not OK
GUARDA,Winter,2,50,9.82303888888889,30,62,14.93,Not OK
VILA_REAL,Winter,2,50,9.761441666666668,23,68,15.1,Not OK
GUARDA,Winter,2,51,9.896955555555556,36,61,15.31,Not OK
VILA_REAL,Winter,2,51,9.806208333333332,42,79,14.49,Not OK
GUARDA,Winter,2,52,9.951019444444444,20,66,15.63,Not OK
VILA_REAL,Winter,2,52,9.83205,21,73,14.92,Not OK
GUARDA,Winter,2,53,10.033236111111112,7,45,16.1,Not OK
VILA_REAL,Winter,2,53,9.949455555555556,16,48,15.56,Not OK
GUARDA,Winter,2,54,8.495422222222222,93,40,12.9,Not OK
VILA_REAL,Winter,2,54,8.654741666666666,92,53,13.28,Not OK
GUARDA,Winter,2,55,8.014625,96,44,12.99,Not OK
VILA_REAL,Winter,2,55,7.021702777777778,90,53,12.74,Not OK
GUARDA,Winter,2,56,6.574036111111111,84,64,10.3,Not OK
VILA_REAL,Winter,2,56,9.824613888888887,87,62,15.33,Not OK
GUARDA,Winter,2,57,1.7570444444444444,83,78,7.32,Not OK
VILA_REAL,Winter,2,57,10.054152777777777,56,70,12.43,Not OK
GUARDA,Winter,2,58,9.268119444444446,47,79,12.46,Not OK
VILA_REAL,Winter,2,58,10.089819444444444,39,83,12.85,Not OK
GUARDA,Winter,2,59,9.73511388888889,56,68,14.31,Not OK
VILA_REAL,Winter,2,59,9.261175,83,76,14.28,Not OK
GUARDA,Spring,3,60,6.068711111111111,85,71,8.0,Not OK
VILA_REAL,Spring,3,60,3.0227055555555555,97,82,7.08,Not OK
GUARDA,Spring,3,61,8.189622222222223,72,84,10.34,Not OK
VILA_REAL,Spring,3,61,0.7398027777777778,98,90,6.19,Not OK
GUARDA,Spring,3,62,4.005986111111111,74,83,7.15,Not OK
VILA_REAL,Spring,3,62,5.947,73,84,9.34,Not OK
GUARDA,Spring,3,63,10.530716666666669,27,69,15.65,Not OK
VILA_REAL,Spring,3,63,10.50150277777778,23,69,15.89,Not OK
GUARDA,Spring,3,64,10.543802777777778,77,62,14.67,Not OK
VILA_REAL,Spring,3,64,10.07738611111111,88,66,15.24,Not OK
GUARDA,Spring,3,65,9.032394444444444,42,65,15.61,Not OK
VILA_REAL,Spring,3,65,9.843402777777778,38,60,13.03,Not OK
GUARDA,Spring,3,66,9.165394444444445,62,68,14.9,Not OK
VILA_REAL,Spring,3,66,9.367777777777778,48,71,14.92,Not OK
GUARDA,Spring,3,67,7.493280555555556,93,86,10.96,Not OK
VILA_REAL,Spring,3,67,6.038433333333334,95,90,9.06,Not OK
GUARDA,Spring,3,68,2.7759055555555556,99,92,8.02,Not OK
VILA_REAL,Spring,3,68,3.0,100,90,6.99,Not OK
GUARDA,Spring,3,69,3.438658333333333,97,94,6.94,Not OK
VILA_REAL,Spring,3,69,3.902633333333333,100,93,7.73,Not OK
GUARDA,Spring,3,70,5.875213888888889,78,86,11.18,Not OK
VILA_REAL,Spring,3,70,6.954919444444444,80,89,10.96,Not OK
GUARDA,Spring,3,71,0.1459444444444444,95,92,5.07,Not OK
VILA_REAL,Spring,3,71,0.6147888888888888,94,94,4.51,Not OK
GUARDA,Spring,3,72,10.58769722222222,69,78,15.74,Not OK
VILA_REAL,Spring,3,72,8.888694444444445,78,87,13.78,Not OK
GUARDA,Spring,3,73,0.0,98,86,3.68,Not OK
VILA_REAL,Spring,3,73,2.0,95,83,6.92,Not OK
GUARDA,Spring,3,74,10.487005555555555,78,76,17.88,Not OK
VILA_REAL,Spring,3,74,10.850497222222222,29,78,18.64,OK
GUARDA,Spring,3,75,6.793455555555555,89,72,12.79,Not OK
VILA_REAL,Spring,3,75,10.869163888888888,72,63,17.14,Not OK
GUARDA,Spring,3,76,10.963727777777777,36,69,19.6,Not OK
VILA_REAL,Spring,3,76,10.94336111111111,44,64,18.98,Not OK
GUARDA,Spring,3,77,10.965230555555555,38,72,18.62,Not OK
VILA_REAL,Spring,3,77,10.972472222222224,4,67,19.64,Not OK
GUARDA,Spring,3,78,9.496483333333332,41,69,14.14,Not OK
VILA_REAL,Spring,3,78,9.132208333333333,35,69,16.47,Not OK
GUARDA,Spring,3,79,9.495819444444445,96,73,14.41,Not OK
VILA_REAL,Spring,3,79,8.17301111111111,93,65,14.01,Not OK
GUARDA,Spring,3,80,2.165786111111111,94,89,8.72,Not OK
VILA_REAL,Spring,3,80,9.870369444444444,87,79,15.93,Not OK
GUARDA,Spring,3,81,4.683786111111111,99,90,11.28,Not OK
VILA_REAL,Spring,3,81,2.6057166666666665,95,89,6.65,Not OK
GUARDA,Spring,3,82,0.9861305555555556,95,79,6.48,Not OK
VILA_REAL,Spring,3,82,4.787219444444445,89,74,10.93,Not OK
GUARDA,Spring,3,83,7.428177777777777,74,79,11.91,Not OK
VILA_REAL,Spring,3,83,9.744102777777776,61,67,17.11,Not OK
GUARDA,Spring,3,84,5.510755555555556,97,87,12.46,Not OK
VILA_REAL,Spring,3,84,9.340302777777778,86,78,14.04,Not OK
GUARDA,Spring,3,85,10.373641666666666,84,76,15.35,Not OK
VILA_REAL,Spring,3,85,11.069452777777778,95,74,15.85,Not OK
GUARDA,Spring,3,86,11.281761111111113,62,71,18.01,Not OK
VILA_REAL,Spring,3,86,9.635358333333334,60,71,16.92,Not OK
GUARDA,Spring,3,87,5.219716666666667,100,67,15.54,Not OK
VILA_REAL,Spring,3,87,9.222141666666666,85,70,16.33,Not OK
GUARDA,Spring,3,88,6.6715333333333335,72,81,12.83,Not OK
VILA_REAL,Spring,3,88,9.720933333333331,83,75,15.1,Not OK
GUARDA,Spring,3,89,9.713458333333332,76,79,15.73,Not OK
VILA_REAL,Spring,3,89,10.808925,46,73,17.07,Not OK
GUARDA,Spring,3,90,9.562469444444444,73,86,14.83,Not OK
VILA_REAL,Spring,3,90,8.357205555555556,83,88,14.35,Not OK
GUARDA,Spring,4,91,11.655586111111113,11,64,23.92,Not OK
VILA_REAL,Spring,4,91,11.634688888888888,10,64,21.35,Not OK
GUARDA,Spring,4,92,11.792038888888888,1,56,24.16,Not OK
VILA_REAL,Spring,4,92,11.764297222222222,7,57,23.67,Not OK
GUARDA,Spring,4,93,11.84923888888889,9,52,23.02,Not OK
VILA_REAL,Spring,4,93,11.457697222222222,18,53,22.99,Not OK
GUARDA,Spring,4,94,11.585716666666666,54,53,22.06,Not OK
VILA_REAL,Spring,4,94,11.843344444444444,30,50,24.21,Not OK
GUARDA,Spring,4,95,4.4549722222222226,99,73,13.23,Not OK
VILA_REAL,Spring,4,95,11.82395,50,54,23.96,Not OK
GUARDA,Spring,4,96,12.01533888888889,30,72,24.38,Not OK
VILA_REAL,Spring,4,96,12.027502777777778,30,76,23.4,Not OK
GUARDA,Spring,4,97,11.60923611111111,72,81,19.77,Not OK
VILA_REAL,Spring,4,97,6.1577111111111105,99,86,12.89,Not OK
GUARDA,Spring,4,98,3.3001277777777775,100,84,10.88,Not OK
VILA_REAL,Spring,4,98,0.0,100,96,5.79,Not OK
GUARDA,Spring,4,99,6.372541666666667,97,88,13.35,Not OK
VILA_REAL,Spring,4,99,11.765977777777778,80,81,20.19,OK
GUARDA,Spring,4,100,9.602925,83,73,20.47,Not OK
VILA_REAL,Spring,4,100,7.479502777777777,92,82,17.27,Not OK
GUARDA,Spring,4,101,1.115461111111111,92,94,6.97,Not OK
VILA_REAL,Spring,4,101,2.2198916666666664,87,89,6.17,Not OK
GUARDA,Spring,4,102,6.412630555555556,77,89,12.66,Not OK
VILA_REAL,Spring,4,102,7.901097222222222,94,89,13.15,Not OK
GUARDA,Spring,4,103,7.75425,76,80,14.04,Not OK
VILA_REAL,Spring,4,103,11.487025,72,83,15.9,Not OK
GUARDA,Spring,4,104,12.351897222222222,55,72,23.61,Not OK
VILA_REAL,Spring,4,104,11.786077777777775,69,75,21.68,OK
GUARDA,Spring,4,105,11.895641666666666,36,72,24.65,OK
VILA_REAL,Spring,4,105,12.415552777777776,41,74,25.08,OK
GUARDA,Spring,4,106,12.433705555555555,23,70,25.56,OK
VILA_REAL,Spring,4,106,12.45756388888889,35,75,24.98,OK
GUARDA,Spring,4,107,11.941169444444444,72,75,21.78,OK
VILA_REAL,Spring,4,107,11.994452777777775,76,77,21.82,OK
GUARDA,Spring,4,108,12.515069444444444,8,73,25.76,Not OK
VILA_REAL,Spring,4,108,12.541222222222222,20,66,25.66,Not OK
GUARDA,Spring,4,109,11.104186111111112,59,63,18.81,Not OK
VILA_REAL,Spring,4,109,12.465225,39,62,23.6,Not OK
GUARDA,Spring,4,110,12.12053888888889,40,57,21.65,Not OK
VILA_REAL,Spring,4,110,12.576272222222222,35,62,23.99,Not OK
GUARDA,Spring,4,111,10.972305555555556,67,70,20.11,Not OK
VILA_REAL,Spring,4,111,11.807238888888888,65,75,20.64,Not OK
GUARDA,Spring,4,112,0.5273361111111111,100,90,6.68,Not OK
VILA_REAL,Spring,4,112,0.4502611111111111,99,87,9.5,Not OK
GUARDA,Spring,4,113,10.034630555555555,76,79,18.17,Not OK
VILA_REAL,Spring,4,113,9.760838888888888,87,87,15.71,Not OK
GUARDA,Spring,4,114,12.54513888888889,63,80,18.75,Not OK
VILA_REAL,Spring,4,114,7.732408333333333,82,87,13.99,Not OK
GUARDA,Spring,4,115,12.446922222222222,45,75,20.82,Not OK
VILA_REAL,Spring,4,115,12.742475,62,77,18.93,Not OK
GUARDA,Spring,4,116,8.455122222222222,69,83,13.53,Not OK
VILA_REAL,Spring,4,116,10.571316666666666,63,84,15.61,Not OK
GUARDA,Spring,4,117,12.087841666666668,50,84,21.89,Not OK
VILA_REAL,Spring,4,117,10.830105555555557,78,87,19.51,Not OK
GUARDA,Spring,4,118,10.027238888888888,68,75,17.78,Not OK
VILA_REAL,Spring,4,118,12.290591666666666,56,71,20.45,OK
GUARDA,Spring,4,119,12.915744444444444,14,66,25.41,OK
VILA_REAL,Spring,4,119,12.968505555555556,1,67,26.97,OK
GUARDA,Spring,4,120,12.931777777777778,12,63,25.04,OK
VILA_REAL,Spring,4,120,12.98506388888889,14,68,25.89,Not OK
GUARDA,Spring,5,121,12.947719444444443,22,71,28.11,Not OK
VILA_REAL,Spring,5,121,13.0,30,74,27.65,Not OK
GUARDA,Spring,5,122,11.0,85,75,20.65,Not OK
VILA_REAL,Spring,5,122,11.35433888888889,81,72,20.3,OK
GUARDA,Spring,5,123,10.6406,61,65,21.69,Not OK
VILA_REAL,Spring,5,123,13.0,29,61,22.8,Not OK
GUARDA,Spring,5,124,12.995147222222222,12,61,26.06,OK
VILA_REAL,Spring,5,124,13.0,15,60,25.66,OK
GUARDA,Spring,5,125,13.0,13,62,27.53,OK
VILA_REAL,Spring,5,125,13.0,27,68,26.62,OK
GUARDA,Spring,5,126,13.0,24,56,28.45,OK
VILA_REAL,Spring,5,126,13.011522222222224,34,62,28.13,OK
GUARDA,Spring,5,127,13.010366666666666,57,44,28.75,OK
VILA_REAL,Spring,5,127,13.011044444444446,67,52,27.73,OK
GUARDA,Spring,5,128,12.027525,40,40,24.83,OK
VILA_REAL,Spring,5,128,13.0,54,59,27.13,OK
GUARDA,Spring,5,129,13.02756388888889,46,53,28.41,OK
VILA_REAL,Spring,5,129,13.027961111111113,45,58,28.38,OK
GUARDA,Spring,5,130,13.027333333333331,33,50,26.89,OK
VILA_REAL,Spring,5,130,13.047905555555555,42,58,28.56,OK
GUARDA,Spring,5,131,13.04851388888889,61,39,28.14,OK
VILA_REAL,Spring,5,131,13.069930555555556,58,53,29.27,OK
GUARDA,Spring,5,132,10.0,81,48,19.82,OK
VILA_REAL,Spring,5,132,6.7101,79,67,16.54,OK
GUARDA,Spring,5,133,12.180613888888889,50,48,25.88,OK
VILA_REAL,Spring,5,133,13.07297222222222,48,55,26.33,OK
GUARDA,Spring,5,134,11.250169444444444,74,56,23.54,Not OK
VILA_REAL,Spring,5,134,10.068669444444444,82,63,24.54,Not OK
GUARDA,Spring,5,135,12.53962777777778,60,70,21.01,Not OK
VILA_REAL,Spring,5,135,11.70311111111111,87,81,19.82,Not OK
GUARDA,Spring,5,136,9.659766666666668,65,74,20.34,Not OK
VILA_REAL,Spring,5,136,11.40923888888889,83,80,17.31,Not OK
GUARDA,Spring,5,137,11.64545,69,74,19.32,Not OK
VILA_REAL,Spring,5,137,11.381138888888888,65,82,23.04,Not OK
GUARDA,Spring,5,138,12.819244444444443,68,65,22.31,OK
VILA_REAL,Spring,5,138,10.107858333333333,77,77,19.7,OK
GUARDA,Spring,5,139,11.222833333333332,87,65,26.32,OK
VILA_REAL,Spring,5,139,12.344983333333332,85,78,27.13,OK
GUARDA,Spring,5,140,10.460483333333332,99,53,22.42,OK
VILA_REAL,Spring,5,140,11.705116666666669,84,60,26.94,Not OK
GUARDA,Spring,5,141,5.710991666666667,89,44,16.39,Not OK
VILA_REAL,Spring,5,141,1.9664666666666664,95,59,12.68,Not OK
GUARDA,Spring,5,142,7.470536111111112,72,81,15.24,Not OK
VILA_REAL,Spring,5,142,10.65725,68,83,19.81,Not OK
GUARDA,Spring,5,143,12.616825,75,75,24.7,Not OK
VILA_REAL,Spring,5,143,9.983569444444443,83,82,17.54,Not OK
GUARDA,Spring,5,144,11.270836111111112,64,61,22.15,Not OK
VILA_REAL,Spring,5,144,8.987569444444444,70,73,18.38,Not OK
GUARDA,Spring,5,145,13.109116666666669,52,57,29.61,OK
VILA_REAL,Spring,5,145,13.267930555555555,46,61,28.54,Not OK
GUARDA,Spring,5,146,13.462358333333333,24,41,30.12,OK
