zone,season,month,day_of_year,sunshine_hours,cloudcover_mean,relative_humidity_2m_mean,shortwave_radiation_sum,ok_day_label
VILA_REAL,Summer,7,199,13.538225,26,82,26.88,Not OK
GUARDA,Summer,7,200,13.29993611111111,34,69,28.62,OK
VILA_REAL,Summer,7,200,10.583580555555557,62,82,22.49,Not OK
GUARDA,Summer,7,201,11.528269444444444,59,69,23.55,Not OK
VILA_REAL,Summer,7,201,13.460261111111112,41,72,21.51,Not OK
GUARDA,Summer,7,202,13.15413611111111,46,59,26.83,Not OK
VILA_REAL,Summer,7,202,12.507266666666668,51,68,23.18,OK
GUARDA,Summer,7,203,13.225208333333333,12,59,27.71,OK
VILA_REAL,Summer,7,203,13.438716666666666,1,63,28.97,OK
GUARDA,Summer,7,204,13.253341666666666,1,61,29.38,Not OK
VILA_REAL,Summer,7,204,13.20025277777778,16,63,28.77,Not OK
GUARDA,Summer,7,205,13.192502777777776,11,68,28.68,OK
VILA_REAL,Summer,7,205,13.209691666666666,31,78,27.35,Not OK
GUARDA,Summer,7,206,13.171291666666669,5,72,28.16,OK
VILA_REAL,Summer,7,206,13.265227777777778,30,78,26.49,Not OK
GUARDA,Summer,7,207,13.158808333333331,24,69,28.36,Not OK
VILA_REAL,Summer,7,207,12.609961111111112,29,76,27.73,Not OK
GUARDA,Summer,7,208,13.129105555555554,29,65,28.68,Not OK
VILA_REAL,Summer,7,208,13.1965,46,76,27.79,Not OK
GUARDA,Summer,7,209,13.100805555555556,3,66,28.41,Not OK
VILA_REAL,Summer,7,209,13.223383333333333,8,74,27.34,OK
GUARDA,Summer,7,210,13.099413888888888,35,65,28.62,Not OK
VILA_REAL,Summer,7,210,13.132841666666668,16,76,27.6,Not OK
GUARDA,Summer,7,211,13.073313888888888,7,71,28.32,Not OK
VILA_REAL,Summer,7,211,13.019352777777778,40,81,22.78,Not OK
GUARDA,Summer,7,212,13.048925,31,67,26.88,OK
VILA_REAL,Summer,7,212,12.575944444444444,33,75,23.97,OK
GUARDA,Summer,8,213,13.048716666666666,0,46,28.1,Not OK
VILA_REAL,Summer,8,213,13.126666666666669,0,56,27.93,Not OK
GUARDA,Summer,8,214,13.027033333333334,0,33,27.63,Not OK
VILA_REAL,Summer,8,214,13.074022222222224,0,48,27.19,Not OK
GUARDA,Summer,8,215,12.928488888888888,35,31,24.73,Not OK
VILA_REAL,Summer,8,215,13.025397222222225,12,44,25.41,Not OK
GUARDA,Summer,8,216,13.008808333333333,10,32,26.43,Not OK
VILA_REAL,Summer,8,216,13.049063888888888,5,49,26.18,Not OK
GUARDA,Summer,8,217,13.009944444444445,1,36,27.36,Not OK
VILA_REAL,Summer,8,217,13.027158333333333,0,50,27.05,Not OK
GUARDA,Summer,8,218,13.0,15,33,26.68,Not OK
VILA_REAL,Summer,8,218,13.027611111111112,10,53,27.29,Not OK
GUARDA,Summer,8,219,12.984972222222222,17,62,27.16,OK
VILA_REAL,Summer,8,219,13.001194444444446,29,71,25.92,Not OK
GUARDA,Summer,8,220,12.988275,3,68,26.7,Not OK
VILA_REAL,Summer,8,220,12.352533333333334,27,77,26.33,Not OK
GUARDA,Summer,8,221,12.973244444444443,7,56,27.38,Not OK
VILA_REAL,Summer,8,221,12.961155555555557,19,61,26.49,OK
GUARDA,Summer,8,222,12.958225,0,46,27.12,OK
VILA_REAL,Summer,8,222,12.945633333333332,6,53,26.82,OK
GUARDA,Summer,8,223,12.943230555555555,0,42,27.07,OK
VILA_REAL,Summer,8,223,12.93013611111111,0,52,26.52,Not OK
GUARDA,Summer,8,224,12.928275,30,52,24.71,Not OK
VILA_REAL,Summer,8,224,12.914675,45,70,22.78,Not OK
GUARDA,Summer,8,225,12.91327777777778,26,63,26.5,OK
VILA_REAL,Summer,8,225,12.899163888888888,15,73,25.74,OK
GUARDA,Summer,8,226,12.898216666666666,0,48,26.5,OK
VILA_REAL,Summer,8,226,12.883580555555556,0,52,26.16,Not OK
GUARDA,Summer,8,227,12.872538888888888,7,40,25.97,OK
VILA_REAL,Summer,8,227,12.867933333333331,0,49,26.01,Not OK
GUARDA,Summer,8,228,12.835188888888888,1,50,26.01,Not OK
VILA_REAL,Summer,8,228,12.852227777777776,1,60,25.66,Not OK
GUARDA,Summer,8,229,12.797408333333331,48,53,23.52,Not OK
VILA_REAL,Summer,8,229,11.909891666666669,62,53,23.89,Not OK
GUARDA,Summer,8,230,12.759222222222222,27,41,25.71,OK
VILA_REAL,Summer,8,230,12.792302777777778,27,39,25.35,Not OK
GUARDA,Summer,8,231,12.720663888888888,1,38,25.41,OK
VILA_REAL,Summer,8,231,12.75265,0,37,25.61,Not OK
GUARDA,Summer,8,232,12.681763888888888,2,38,24.83,OK
VILA_REAL,Summer,8,232,12.712644444444445,0,39,25.24,Not OK
GUARDA,Summer,8,233,12.642552777777778,7,36,24.4,Not OK
VILA_REAL,Summer,8,233,12.672322222222222,12,41,24.37,Not OK
GUARDA,Summer,8,234,12.487466666666666,19,47,21.46,Not OK
VILA_REAL,Summer,8,234,12.631711111111112,12,55,23.2,Not OK
GUARDA,Summer,8,235,12.56331111111111,31,47,23.38,OK
VILA_REAL,Summer,8,235,12.590838888888888,43,62,24.05,Not OK
GUARDA,Summer,8,236,12.523338888888889,0,42,25.38,OK
VILA_REAL,Summer,8,236,12.549736111111113,5,41,24.98,Not OK
GUARDA,Summer,8,237,12.483166666666667,17,43,25.37,OK
VILA_REAL,Summer,8,237,12.508433333333333,28,49,24.42,OK
GUARDA,Summer,8,238,12.442825,8,43,24.63,OK
VILA_REAL,Summer,8,238,12.466958333333334,13,55,24.18,OK
GUARDA,Summer,8,239,9.903855555555555,29,43,17.58,Not OK
VILA_REAL,Summer,8,239,7.926625,40,51,19.39,Not OK
GUARDA,Summer,8,240,12.361747222222222,20,60,21.64,OK
VILA_REAL,Summer,8,240,12.38359722222222,24,62,22.95,Not OK
GUARDA,Summer,8,241,11.129205555555556,34,65,23.27,OK
VILA_REAL,Summer,8,241,12.24898611111111,23,67,23.5,OK
GUARDA,Summer,8,242,12.280308333333334,22,50,23.89,OK
VILA_REAL,Summer,8,242,12.299875,34,58,23.51,Not OK
GUARDA,Summer,8,243,12.239525,4,42,23.58,OK
VILA_REAL,Summer,8,243,12.25795,2,49,23.49,Not OK
GUARDA,Autumn,9,244,11.625972222222222,16,35,21.33,Not OK
VILA_REAL,Autumn,9,244,12.215891666666666,3,43,23.16,Not OK
GUARDA,Autumn,9,245,11.909369444444446,45,37,21.67,Not OK
VILA_REAL,Autumn,9,245,12.146525,43,44,21.63,Not OK
GUARDA,Autumn,9,246,11.421602777777776,54,62,19.07,Not OK
VILA_REAL,Autumn,9,246,11.041858333333334,69,67,17.48,OK
GUARDA,Autumn,9,247,11.430366666666666,37,72,19.01,OK
VILA_REAL,Autumn,9,247,11.683030555555556,33,73,18.31,OK
GUARDA,Autumn,9,248,10.829219444444446,43,80,15.03,Not OK
VILA_REAL,Autumn,9,248,11.428783333333334,49,84,15.12,Not OK
GUARDA,Autumn,9,249,11.205936111111113,54,72,17.1,OK
VILA_REAL,Autumn,9,249,11.66748611111111,22,62,20.85,OK
GUARDA,Autumn,9,250,11.624913888888887,34,55,19.27,OK
VILA_REAL,Autumn,9,250,11.559077777777778,41,57,20.34,Not OK
GUARDA,Autumn,9,251,9.387075,46,66,15.47,Not OK
VILA_REAL,Autumn,9,251,10.907058333333334,54,61,18.16,Not OK
GUARDA,Autumn,9,252,11.53491388888889,25,66,19.54,OK
VILA_REAL,Autumn,9,252,11.27153888888889,20,74,18.81,Not OK
GUARDA,Autumn,9,253,11.549111111111111,14,59,21.96,OK
VILA_REAL,Autumn,9,253,11.565955555555556,7,60,21.79,OK
GUARDA,Autumn,9,254,9.786325,18,47,19.0,OK
VILA_REAL,Autumn,9,254,11.500333333333332,2,53,21.12,OK
GUARDA,Autumn,9,255,10.35095,24,42,19.41,OK
VILA_REAL,Autumn,9,255,11.428805555555554,2,51,21.38,Not OK
GUARDA,Autumn,9,256,11.41363611111111,5,41,21.43,OK
VILA_REAL,Autumn,9,256,11.395122222222223,0,46,21.49,Not OK
GUARDA,Autumn,9,257,9.587544444444443,38,44,18.5,OK
VILA_REAL,Autumn,9,257,11.290483333333333,25,54,20.86,Not OK
GUARDA,Autumn,9,258,11.156519444444443,23,47,18.8,OK
VILA_REAL,Autumn,9,258,11.237302777777778,11,62,20.39,OK
GUARDA,Autumn,9,259,10.245552777777776,45,51,16.97,OK
VILA_REAL,Autumn,9,259,10.610813888888888,49,49,19.01,OK
GUARDA,Autumn,9,260,11.181819444444445,26,53,16.64,OK
VILA_REAL,Autumn,9,260,11.150358333333331,22,50,17.4,OK
GUARDA,Autumn,9,261,11.179116666666667,39,56,19.8,OK
VILA_REAL,Autumn,9,261,11.147647222222222,28,65,20.13,OK
GUARDA,Autumn,9,262,11.176086111111111,21,58,20.69,OK
VILA_REAL,Autumn,9,262,11.14457222222222,0,58,20.52,OK
GUARDA,Autumn,9,263,11.14705,14,49,18.31,OK
VILA_REAL,Autumn,9,263,11.117461111111112,20,60,20.25,Not OK
GUARDA,Autumn,9,264,11.119475,52,51,19.88,OK
VILA_REAL,Autumn,9,264,11.046747222222224,72,70,19.12,OK
GUARDA,Autumn,9,265,11.117216666666668,36,46,20.08,OK
VILA_REAL,Autumn,9,265,11.068261111111113,12,55,19.77,Not OK
GUARDA,Autumn,9,266,11.066844444444444,1,35,19.93,OK
VILA_REAL,Autumn,9,266,11.066811111111113,0,46,19.7,Not OK
GUARDA,Autumn,9,267,11.015094444444443,0,48,19.68,OK
VILA_REAL,Autumn,9,267,11.001544444444445,0,54,19.16,Not OK
GUARDA,Autumn,9,268,10.98568888888889,0,31,19.71,OK
VILA_REAL,Autumn,9,268,10.991075,0,37,19.44,OK
GUARDA,Autumn,9,269,10.916611111111113,30,49,14.72,Not OK
VILA_REAL,Autumn,9,269,10.94398611111111,8,43,18.56,OK
GUARDA,Autumn,9,270,10.870158333333332,18,58,17.44,OK
VILA_REAL,Autumn,9,270,10.888580555555556,18,64,16.93,OK
GUARDA,Autumn,9,271,10.843027777777776,27,60,15.6,OK
VILA_REAL,Autumn,9,271,10.859594444444443,15,61,16.3,OK
GUARDA,Autumn,9,272,10.815622222222222,11,54,18.23,OK
VILA_REAL,Autumn,9,272,10.830594444444444,12,58,17.31,OK
GUARDA,Autumn,9,273,10.787944444444443,14,50,16.98,OK
VILA_REAL,Autumn,9,273,10.801613888888888,20,51,15.54,OK
GUARDA,Autumn,10,274,10.760011111111112,17,38,19.13,Not OK
VILA_REAL,Autumn,10,274,10.772677777777778,32,43,18.55,Not OK
GUARDA,Autumn,10,275,10.720747222222222,23,39,19.07,OK
VILA_REAL,Autumn,10,275,10.743825,30,41,18.58,Not OK
GUARDA,Autumn,10,276,10.692975,0,33,18.62,OK
VILA_REAL,Autumn,10,276,10.715080555555556,0,37,18.14,OK
GUARDA,Autumn,10,277,10.664672222222222,0,40,18.27,OK
VILA_REAL,Autumn,10,277,10.686477777777778,0,48,17.85,OK
GUARDA,Autumn,10,278,10.636877777777778,13,33,18.07,OK
VILA_REAL,Autumn,10,278,10.31915,24,50,17.18,OK
GUARDA,Autumn,10,279,10.609288888888887,23,40,17.48,OK
VILA_REAL,Autumn,10,279,10.629825,31,54,16.6,Not OK
GUARDA,Autumn,10,280,10.581936111111112,5,49,18.06,Not OK
VILA_REAL,Autumn,10,280,10.587680555555556,3,54,17.51,Not OK
GUARDA,Autumn,10,281,10.55485277777778,6,50,17.46,OK
VILA_REAL,Autumn,10,281,10.541513888888888,10,55,16.97,Not OK
GUARDA,Autumn,10,282,10.524908333333332,13,51,17.06,OK
VILA_REAL,Autumn,10,282,10.495541666666666,1,56,16.81,OK
GUARDA,Autumn,10,283,9.978805555555557,39,62,13.76,Not OK
VILA_REAL,Autumn,10,283,7.8619416666666675,46,58,12.55,Not OK
GUARDA,Autumn,10,284,9.355744444444444,92,80,11.03,Not OK
VILA_REAL,Autumn,10,284,8.201522222222222,89,84,11.51,Not OK
GUARDA,Autumn,10,285,6.112052777777778,81,79,11.1,Not OK
VILA_REAL,Autumn,10,285,4.892491666666667,82,79,6.99,OK
GUARDA,Autumn,10,286,9.923941666666668,87,69,14.83,Not OK
VILA_REAL,Autumn,10,286,8.873416666666666,95,75,13.54,Not OK
GUARDA,Autumn,10,287,7.331038888888889,54,80,9.12,Not OK
VILA_REAL,Autumn,10,287,7.771055555555555,81,83,10.48,Not OK
GUARDA,Autumn,10,288,2.0,97,90,4.46,Not OK
VILA_REAL,Autumn,10,288,1.6548222222222222,77,93,3.0,Not OK
GUARDA,Autumn,10,289,8.713363888888889,66,82,10.41,Not OK
VILA_REAL,Autumn,10,289,7.341283333333333,44,85,10.67,Not OK
GUARDA,Autumn,10,290,9.009083333333333,40,76,13.13,Not OK
VILA_REAL,Autumn,10,290,6.7715555555555556,52,88,9.21,Not OK
GUARDA,Autumn,10,291,8.048213888888888,58,81,11.56,Not OK
VILA_REAL,Autumn,10,291,9.628525,44,73,12.54,Not OK
GUARDA,Autumn,10,292,4.438252777777778,64,79,6.11,Not OK
VILA_REAL,Autumn,10,292,9.757880555555555,24,62,12.97,Not OK
GUARDA,Autumn,10,293,9.817861111111112,47,79,12.23,Not OK
VILA_REAL,Autumn,10,293,9.78481388888889,23,60,11.92,Not OK
GUARDA,Autumn,10,294,9.66321111111111,53,83,10.3,Not OK
VILA_REAL,Autumn,10,294,9.181227777777778,48,75,12.39,Not OK
GUARDA,Autumn,10,295,9.76172777777778,55,69,13.89,OK
VILA_REAL,Autumn,10,295,9.760227777777777,18,59,14.1,Not OK
GUARDA,Autumn,10,296,8.922244444444445,28,65,13.94,OK
VILA_REAL,Autumn,10,296,9.702566666666666,5,59,14.08,Not OK
GUARDA,Autumn,10,297,9.737638888888888,2,64,14.4,Not OK
VILA_REAL,Autumn,10,297,9.680863888888888,0,60,14.08,OK
GUARDA,Autumn,10,298,9.692305555555556,48,55,14.31,OK
VILA_REAL,Autumn,10,298,9.634033333333331,45,52,14.0,OK
GUARDA,Autumn,10,299,3.2234972222222225,99,74,7.15,Not OK
VILA_REAL,Autumn,10,299,4.496088888888889,95,64,8.17,OK
GUARDA,Autumn,10,300,9.1681,55,68,13.0,Not OK
VILA_REAL,Autumn,10,300,9.59273611111111,33,66,12.6,Not OK
GUARDA,Autumn,10,301,9.632188888888887,29,69,11.26,Not OK
VILA_REAL,Autumn,10,301,9.560355555555557,39,66,12.48,Not OK
GUARDA,Autumn,10,302,7.671897222222222,50,71,10.96,Not OK
VILA_REAL,Autumn,10,302,7.6366555555555555,55,80,9.91,Not OK
GUARDA,Autumn,10,303,3.6285,96,92,5.42,Not OK
VILA_REAL,Autumn,10,303,4.203141666666666,90,92,5.8,Not OK
GUARDA,Autumn,10,304,6.645561111111111,80,84,7.59,Not OK
VILA_REAL,Autumn,10,304,3.946894444444444,88,83,6.29,Not OK
GUARDA,Autumn,11,305,7.297911111111111,61,84,9.87,Not OK
VILA_REAL,Autumn,11,305,6.0,78,88,7.88,Not OK
GUARDA,Autumn,11,306,3.2102055555555555,91,93,5.39,Not OK
VILA_REAL,Autumn,11,306,5.236422222222222,92,92,6.72,Not OK
GUARDA,Autumn,11,307,8.920927777777777,39,85,12.17,Not OK
VILA_REAL,Autumn,11,307,9.099094444444445,29,90,11.32,Not OK
GUARDA,Autumn,11,308,0.1858,100,97,4.02,Not OK
VILA_REAL,Autumn,11,308,0.031575,98,94,3.81,Not OK
GUARDA,Autumn,11,309,2.7759138888888892,70,88,5.5,Not OK
VILA_REAL,Autumn,11,309,5.822622222222222,90,92,6.18,Not OK
GUARDA,Autumn,11,310,0.0253861111111111,95,95,3.11,Not OK
VILA_REAL,Autumn,11,310,0.0,100,93,2.34,Not OK
GUARDA,Autumn,11,311,8.627661111111111,76,85,8.92,Not OK
VILA_REAL,Autumn,11,311,8.841866666666666,78,88,9.76,Not OK
GUARDA,Autumn,11,312,2.282797222222222,84,92,4.38,Not OK
VILA_REAL,Autumn,11,312,4.040266666666667,90,93,4.51,Not OK
GUARDA,Autumn,11,313,3.3412805555555556,79,93,4.62,Not OK
VILA_REAL,Autumn,11,313,2.132636111111111,95,95,3.01,Not OK
GUARDA,Autumn,11,314,4.786016666666667,78,91,5.63,Not OK
VILA_REAL,Autumn,11,314,6.784433333333333,84,95,6.15,Not OK
GUARDA,Autumn,11,315,0.0,99,95,1.68,Not OK
VILA_REAL,Autumn,11,315,0.0,96,93,1.58,Not OK
GUARDA,Autumn,11,316,5.7362972222222215,70,87,6.98,Not OK
VILA_REAL,Autumn,11,316,8.844794444444444,34,84,10.13,Not OK
GUARDA,Autumn,11,317,7.1415999999999995,23,89,7.81,Not OK
VILA_REAL,Autumn,11,317,8.20281111111111,20,82,9.26,Not OK
GUARDA,Autumn,11,318,8.718375,33,86,9.93,Not OK
VILA_REAL,Autumn,11,318,8.78276111111111,14,90,8.64,Not OK
GUARDA,Autumn,11,319,8.777541666666668,41,84,9.08,Not OK
VILA_REAL,Autumn,11,319,8.698277777777777,25,87,10.13,Not OK
GUARDA,Autumn,11,320,8.73908611111111,36,89,7.69,Not OK
VILA_REAL,Autumn,11,320,8.711230555555556,19,87,8.39,Not OK
GUARDA,Autumn,11,321,8.684011111111111,80,85,8.37,Not OK
VILA_REAL,Autumn,11,321,8.667830555555556,83,85,8.59,Not OK
GUARDA,Autumn,11,322,1.0142027777777778,95,88,2.85,Not OK
VILA_REAL,Autumn,11,322,1.0,92,86,3.81,Not OK
GUARDA,Autumn,11,323,8.659186111111111,63,90,7.62,Not OK
VILA_REAL,Autumn,11,323,8.640038888888888,50,88,8.62,Not OK
GUARDA,Autumn,11,324,7.399369444444444,74,90,6.16,Not OK
VILA_REAL,Autumn,11,324,7.1925333333333334,87,93,6.18,Not OK
GUARDA,Autumn,11,325,7.598808333333333,62,92,6.57,Not OK
VILA_REAL,Autumn,11,325,8.026480555555557,76,91,6.65,Not OK
GUARDA,Autumn,11,326,3.4598,96,96,5.14,Not OK
VILA_REAL,Autumn,11,326,8.603161111111111,60,89,7.24,Not OK
GUARDA,Autumn,11,327,8.560252777777778,79,90,6.72,Not OK
VILA_REAL,Autumn,11,327,8.358483333333334,61,92,7.14,Not OK
GUARDA,Autumn,11,328,2.003736111111111,99,97,4.02,Not OK
VILA_REAL,Autumn,11,328,0.4965416666666666,97,93,1.86,Not OK
GUARDA,Autumn,11,329,4.0,95,92,5.23,Not OK
VILA_REAL,Autumn,11,329,3.614369444444444,94,90,5.68,Not OK
GUARDA,Autumn,11,330,8.57228888888889,61,82,6.75,Not OK
VILA_REAL,Autumn,11,330,8.519130555555556,54,84,7.06,Not OK
GUARDA,Autumn,11,331,7.228425,93,81,8.72,Not OK
VILA_REAL,Autumn,11,331,5.452355555555555,96,83,6.69,Not OK
GUARDA,Autumn,11,332,8.551166666666667,53,85,9.88,Not OK
VILA_REAL,Autumn,11,332,8.462283333333334,41,71,9.19,Not OK
GUARDA,Autumn,11,333,2.5521083333333334,72,94,3.11,Not OK
VILA_REAL,Autumn,11,333,0.0,93,89,1.72,Not OK
GUARDA,Autumn,11,334,7.284480555555556,70,89,6.35,Not OK
VILA_REAL,Autumn,11,334,7.5052611111111105,77,90,6.22,Not OK
GUARDA,Winter,12,335,8.171441666666666,69,84,7.17,Not OK
VILA_REAL,Winter,12,335,4.583255555555556,86,92,5.48,Not OK
GUARDA,Winter,12,336,8.04551111111111,78,90,7.48,Not OK
VILA_REAL,Winter,12,336,4.378619444444444,96,93,4.81,Not OK
GUARDA,Winter,12,337,6.215013888888889,99,96,6.0,Not OK
VILA_REAL,Winter,12,337,0.0,100,97,1.98,Not OK
GUARDA,Winter,12,338,8.407566666666668,71,86,9.33,Not OK
VILA_REAL,Winter,12,338,6.475061111111112,92,90,6.34,Not OK
GUARDA,Winter,12,339,8.387263888888889,24,81,9.21,Not OK
VILA_REAL,Winter,12,339,8.247216666666667,44,86,7.82,Not OK
GUARDA,Winter,12,340,8.364577777777777,19,91,8.18,Not OK
VILA_REAL,Winter,12,340,6.142758333333333,48,92,5.91,Not OK
GUARDA,Winter,12,341,8.257658333333334,47,86,8.68,Not OK
VILA_REAL,Winter,12,341,2.7538666666666667,60,91,3.61,Not OK
GUARDA,Winter,12,342,7.410258333333333,60,84,7.99,Not OK
VILA_REAL,Winter,12,342,7.172688888888889,57,89,5.82,Not OK
GUARDA,Winter,12,343,8.31815,31,80,8.83,Not OK
VILA_REAL,Winter,12,343,8.221469444444445,31,76,8.13,Not OK
GUARDA,Winter,12,344,7.805516666666667,91,70,7.66,Not OK
VILA_REAL,Winter,12,344,7.754880555555555,95,77,7.36,Not OK
GUARDA,Winter,12,345,6.785197222222222,83,68,5.96,Not OK
VILA_REAL,Winter,12,345,5.341724999999999,80,84,5.95,Not OK
GUARDA,Winter,12,346,2.0328194444444443,100,97,3.81,Not OK
VILA_REAL,Winter,12,346,1.0481027777777778,100,96,2.53,Not OK
GUARDA,Winter,12,347,7.509136111111111,56,90,6.37,Not OK
VILA_REAL,Winter,12,347,6.213683333333333,70,94,5.53,Not OK
GUARDA,Winter,12,348,4.441808333333333,60,93,4.57,Not OK
VILA_REAL,Winter,12,348,0.5833166666666667,84,93,3.0,Not OK
GUARDA,Winter,12,349,2.8225166666666666,93,97,3.64,Not OK
VILA_REAL,Winter,12,349,0.0,100,96,1.93,Not OK
GUARDA,Winter,12,350,7.530563888888889,68,91,6.59,Not OK
VILA_REAL,Winter,12,350,6.319497222222222,80,93,4.36,Not OK
GUARDA,Winter,12,351,8.238097222222223,75,84,8.61,Not OK
VILA_REAL,Winter,12,351,7.489511111111112,92,88,6.8,Not OK
GUARDA,Winter,12,352,0.019225,90,94,2.7,Not OK
VILA_REAL,Winter,12,352,0.3073916666666666,99,89,1.34,Not OK
GUARDA,Winter,12,353,6.470022222222223,83,93,4.35,Not OK
VILA_REAL,Winter,12,353,4.671561111111111,92,96,3.92,Not OK
GUARDA,Winter,12,354,1.5097666666666667,93,93,3.6,Not OK
VILA_REAL,Winter,12,354,0.6558833333333333,96,97,2.32,Not OK
GUARDA,Winter,12,355,0.4185777777777778,100,98,3.41,Not OK
VILA_REAL,Winter,12,355,0.0,100,97,1.67,Not OK
GUARDA,Winter,12,356,7.572891666666667,98,95,7.38,Not OK
VILA_REAL,Winter,12,356,6.0745000000000005,98,96,5.44,Not OK
GUARDA,Winter,12,357,7.476030555555555,98,92,8.15,Not OK
VILA_REAL,Winter,12,357,5.776422222222222,98,94,5.19,Not OK
GUARDA,Winter,12,358,7.292347222222222,100,79,7.72,Not OK
VILA_REAL,Winter,12,358,6.964705555555555,100,91,5.77,Not OK
GUARDA,Winter,12,359,6.810230555555556,98,77,7.08,Not OK
VILA_REAL,Winter,12,359,5.758966666666666,99,84,6.57,Not OK
GUARDA,Winter,12,360,7.6127,54,77,8.49,Not OK
VILA_REAL,Winter,12,360,7.488738888888888,61,85,7.17,Not OK
GUARDA,Winter,12,361,4.822427777777778,57,87,4.26,Not OK
VILA_REAL,Winter,12,361,2.5502777777777776,76,90,3.64,Not OK
GUARDA,Winter,12,362,6.943333333333333,61,93,6.08,Not OK
VILA_REAL,Winter,12,362,6.330555555555556,51,91,6.65,Not OK
GUARDA,Winter,12,363,8.25985,8,85,8.63,Not OK
VILA_REAL,Winter,12,363,8.161177777777779,3,82,8.37,Not OK
GUARDA,Winter,12,364,8.26965,0,83,9.27,Not OK
VILA_REAL,Winter,12,364,8.17131388888889,3,69,8.8,Not OK
GUARDA,Winter,12,365,8.280844444444444,0,77,9.33,Not OK
VILA_REAL,Winter,12,365,8.182891666666666,1,65,8.93,Not OK
GUARDA,Winter,1,1,8.293372222222223,0,74,9.39,Not OK
VILA_REAL,Winter,1,1,8.195844444444445,0,65,8.83,Not OK
GUARDA,Winter,1,2,8.30718888888889,1,80,9.46,Not OK
VILA_REAL,Winter,1,2,8.210133333333333,1,75,8.83,Not OK
GUARDA,Winter,1,3,8.32226388888889,10,86,9.38,Not OK
VILA_REAL,Winter,1,3,8.225719444444444,14,67,8.83,Not OK
GUARDA,Winter,1,4,8.338552777777778,1,79,9.42,Not OK
VILA_REAL,Winter,1,4,8.242558333333333,0,62,9.1,Not OK
GUARDA,Winter,1,5,8.356016666666667,0,61,9.79,Not OK
VILA_REAL,Winter,1,5,8.260613888888889,0,44,9.35,Not OK
GUARDA,Winter,1,6,8.374616666666666,0,49,9.99,Not OK
VILA_REAL,Winter,1,6,8.279841666666666,0,44,9.46,Not OK
GUARDA,Winter,1,7,8.394313888888888,2,53,9.83,Not OK
VILA_REAL,Winter,1,7,8.3002,0,53,9.31,Not OK
GUARDA,Winter,1,8,8.41506388888889,2,76,9.51,Not OK
VILA_REAL,Winter,1,8,8.32165,8,75,9.02,Not OK
GUARDA,Winter,1,9,8.436830555555556,3,82,9.47,Not OK
VILA_REAL,Winter,1,9,8.344144444444444,0,80,9.01,Not OK
GUARDA,Winter,1,10,8.459572222222222,3,73,9.72,Not OK
VILA_REAL,Winter,1,10,8.367647222222223,4,79,9.13,Not OK
GUARDA,Winter,1,11,8.48325,0,70,9.7,Not OK
VILA_REAL,Winter,1,11,8.39211388888889,0,69,9.24,Not OK
GUARDA,Winter,1,12,8.369933333333332,21,84,9.14,Not OK
VILA_REAL,Winter,1,12,8.417505555555556,6,82,9.08,Not OK
GUARDA,Winter,1,13,8.533255555555556,4,85,9.94,Not OK
VILA_REAL,Winter,1,13,8.443777777777777,19,81,9.37,Not OK
GUARDA,Winter,1,14,8.559502777777778,22,80,9.83,Not OK
VILA_REAL,Winter,1,14,8.470891666666667,9,68,9.43,Not OK
GUARDA,Winter,1,15,8.041105555555555,92,84,9.06,Not OK
VILA_REAL,Winter,1,15,8.080772222222222,86,82,8.88,Not OK
GUARDA,Winter,1,16,4.035319444444444,94,89,5.32,Not OK
VILA_REAL,Winter,1,16,0.0,92,95,1.54,Not OK
GUARDA,Winter,1,17,6.685994444444445,68,92,6.17,Not OK
VILA_REAL,Winter,1,17,8.488811111111112,41,82,8.51,Not OK
GUARDA,Winter,1,18,3.0223555555555555,96,84,5.56,Not OK
VILA_REAL,Winter,1,18,0.0,95,87,2.26,Not OK
GUARDA,Winter,1,19,0.1193694444444444,99,96,3.42,Not OK
VILA_REAL,Winter,1,19,0.8531638888888888,99,98,2.57,Not OK
GUARDA,Winter,1,20,7.734197222222222,38,81,7.69,Not OK
VILA_REAL,Winter,1,20,8.024269444444444,43,83,7.95,Not OK
GUARDA,Winter,1,21,8.320872222222222,54,83,8.42,Not OK
VILA_REAL,Winter,1,21,8.635208333333333,29,80,8.82,Not OK
GUARDA,Winter,1,22,0.1216777777777777,95,92,4.03,Not OK
VILA_REAL,Winter,1,22,0.0,99,93,3.07,Not OK
GUARDA,Winter,1,23,5.004588888888889,96,95,5.21,Not OK
VILA_REAL,Winter,1,23,0.9837972222222222,99,95,2.84,Not OK
GUARDA,Winter,1,24,7.2519527777777775,60,88,7.37,Not OK
VILA_REAL,Winter,1,24,8.628488888888889,60,88,8.81,Not OK
GUARDA,Winter,1,25,8.801558333333334,0,82,11.27,Not OK
VILA_REAL,Winter,1,25,8.7151,4,84,10.67,Not OK
GUARDA,Winter,1,26,8.834952777777778,23,76,11.53,Not OK
VILA_REAL,Winter,1,26,8.747169444444445,38,84,10.95,Not OK
GUARDA,Winter,1,27,7.355852777777778,57,82,7.38,Not OK
VILA_REAL,Winter,1,27,5.783938888888889,64,85,5.81,Not OK
GUARDA,Winter,1,28,1.0,81,94,2.79,Not OK
VILA_REAL,Winter,1,28,3.188511111111111,90,93,4.74,Not OK
GUARDA,Winter,1,29,0.753225,94,93,3.38,Not OK
VILA_REAL,Winter,1,29,0.0,100,96,2.43,Not OK
